Token,Nodes,Smart_Contract_Flags,Dates,Temporal_Distance
25565,"(716861, 764362, 794282, 948298, 1024371, 1083599, 1146115, 1450458, 1557699, 1624065, 1849750, 3122968, 3313406, 3423079, 4120475, 4146494, 4209447, 4224016, 4279731, 4599642, 4637326, 4654487, 4673308, 4709374, 4732519, 4917553, 4965924, 5082096, 5532983)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0)",['2023-01-31'],[]
25565,"(911415, 1228366, 1300000, 1320654, 1364365, 1555192, 1788677, 2018771, 2467391, 2683362, 2907603, 3133101, 3311313, 3652870, 3787879, 4195036, 4235867, 4270879, 4318978, 5454892, 5528809, 5549900, 5565454, 5669634, 5701955, 6068563, 6150188, 6155580, 6157094)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0)",['2023-03-23'],[]
25565,"(713159, 779555, 984298, 1011971, 1078539, 1248698, 1320654, 1347067, 2139478, 2185372, 2216797, 2416650, 2630052, 2885315, 3013912, 3401961, 3722212, 4146494, 4288651, 4318978, 4623604, 4833100, 5404319, 5454892, 5565454, 5669634, 5940567, 6150188, 6180889)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0)",['2023-03-26'],[]
25565,"(7657, 741673, 1119332, 1905920, 2458802, 3239192, 3352443, 3933206, 3959722, 3977817, 4130748, 4136175, 4339609, 4596920, 4714483, 4826415, 4984537, 5595295, 6150188, 6828544, 6844716, 6921232, 7403568, 7471500, 7481971, 7493135, 7546234, 7554723, 7556923)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0)",['2023-12-22'],[]
35984,"(728601, 1007654, 1115174, 1162010, 1499102, 1758020, 2116960, 2187352, 2321313, 2345209, 2555666, 2673892, 2678066, 2776066, 2958431, 3099868, 3213370, 3418190, 3611384, 3701078, 3726195, 3958397, 4640121, 4828030, 4896222, 4896229, 4896302, 4896335, 4896348)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-07'],[]
69543,"(492628, 863215, 1276533, 1318965, 2883156, 3109709, 3109768, 3290725, 3378588, 3396468, 3464875, 3590113, 3781050, 3798806, 3808641, 4404185, 4488235, 4523646, 4545088, 4889630, 4892760, 4893570, 4894158, 4894299, 4896214, 4897195, 4897209, 4902441, 4902442)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-07'],[]
96087,"(3941550, 4166130, 4190619, 4307262, 4307263, 4326415, 4340637, 4361638, 4373852, 4386258, 4506058, 4522515, 4567593, 4567689, 4679530, 4682576, 4691716, 4709773, 4751205, 4856838, 4858202, 4865242, 4897068, 4897174, 4897557, 4898943, 4899946, 4901962, 4902052)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-07'],[]
96087,"(4067179, 4069753, 4165756, 4373797, 4373852, 4373888, 4374069, 4374528, 4374578, 4375182, 4375277, 4491804, 4603473, 4679702, 4680029, 4785558, 4950221, 4950223, 4950224, 4950225, 4950226, 4950227, 4950228, 4950229, 4989898, 4989947, 4990657, 4991001, 4991308)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-22'],[]
96087,"(4373852, 4603467, 4680029, 5031407, 5047599, 5047910, 5067877, 5257130, 5342237, 5350800, 5367373, 5367400, 5406289, 5473676, 5488067, 5501218, 5515481, 5526416, 5526607, 5596961, 5597006, 5597020, 5597045, 5651034, 5653454, 5653535, 5653583, 5653884, 5653963)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-02-16'],[]
96087,"(4373852, 4386057, 4386066, 4386090, 4462126, 4462140, 4581041, 4737347, 5273861, 5307648, 5307682, 5366076, 5378272, 5440650, 5554871, 6130224, 6136808, 6138842, 6146354, 6146361, 6146363, 6146365, 6146395, 6146400, 6146488, 6147634, 6147643, 6147734, 6148005)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-03-21'],[]
96087,"(4373852, 4689118, 5098184, 5282498, 5282854, 5307473, 5312292, 5337406, 5367373, 5367532, 5384670, 5418236, 5479369, 5515351, 5532295, 5554596, 5554749, 5555267, 5602789, 5964698, 6080865, 6156416, 6213510, 6224828, 6348843, 6371494, 6386696, 6390374, 6392937)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-04-15'],[]
96087,"(4373852, 4592304, 4678545, 4688770, 5264718, 5319783, 5367920, 5603539, 5603549, 5623911, 6118481, 6412347, 6412497, 6412573, 6412582, 6412590, 6412591, 6412605, 6412613, 6412632, 6412691, 6412706, 6412716, 6412753, 6412859, 6414207, 6414210, 6414214, 6414228)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-04-19'],[]
103555,"(721591, 863262, 975432, 1003266, 1093427, 1147769, 1151885, 1352264, 1371193, 1497710, 1572190, 2005926, 2126184, 2930987, 2961055, 3115881, 3397964, 3529609, 3546025, 3603145, 3962646, 3996201, 3999869, 4028429, 4109219, 4342971, 4544463, 4609068, 4873474)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-07'],[]
103591,"(1123179, 2270669, 3124465, 3306091, 3348327, 3497320, 3549013, 3625513, 3645224, 3646888, 3650300, 3673612, 3768328, 3906527, 3927404, 3947788, 3954551, 4076400, 4116108, 4227918, 4384567, 4393081, 4393719, 4430394, 4609103, 4609833, 4636479, 4679587, 4810536)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-07'],[]
103668,"(99931, 765956, 1435345, 1517769, 2267762, 2293171, 2466978, 2578814, 2585095, 2673371, 3107779, 3135683, 3339150, 3419865, 3432597, 3436330, 3738241, 3925471, 3962646, 4289059, 4423667, 4535277, 4579375, 4649655, 4704975, 4715049, 4819756, 4889154, 4897865)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-07'],[]
103668,"(795176, 831611, 1120961, 1276813, 1724979, 1924177, 2134969, 2214760, 2232747, 2752693, 3065264, 3128421, 3166676, 3628422, 4384985, 4433031, 4614230, 4620292, 4660462, 4673308, 4680185, 4716089, 4853015, 5070636, 5251270, 5736412, 5997652, 6064888, 6067575)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-03-08'],[]
104429,"(2270087, 3532184, 3689908, 3857179, 3991965, 4115851, 4146613, 4492311, 4492321, 4492343, 4492352, 4492355, 4492515, 4664321, 4788542, 4850122, 4850156, 4850161, 4850166, 4850184, 4850205, 4850237, 4850241, 4850247, 4850249, 4850260, 4850264, 4850271, 4850273)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-07'],[]
108906,"(1347305, 1539009, 1584059, 1728932, 1971457, 2000532, 2091187, 2908827, 2950117, 2994844, 3040004, 3047346, 3058783, 3063650, 3506794, 3572077, 3659826, 3732907, 3863095, 3881269, 3933989, 3962646, 4009786, 4051499, 4187415, 4281081, 4580621, 4671979, 4690353)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",['2022-11-07'],[]
83062,"(909269, 1941048, 2031703, 2040971, 2263521, 2361033, 2888967, 4038839, 4084999, 4218110, 4278207, 4505894, 4613280, 4637690, 4658015, 4688652, 4712605, 4828495, 4842721, 4842779, 4842988, 4843131, 4863376, 4863886, 4872359, 4884867, 4909708, 4909802, 4914323)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-08'],[]
107068,"(2095708, 2100055, 2683366, 3519449, 4019802, 4665476, 4666556, 4666570, 4666881, 4666951, 4666991, 4668305, 4668340, 4687539, 4699820, 4699854, 4699881, 4699898, 4699905, 4699940, 4699949, 4700006, 4700053, 4700062, 4700082, 4700094, 4700103, 4700107, 4700116)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-08'],[]
36166,"(718068, 852307, 881892, 1175925, 1440180, 1447011, 1799408, 1818798, 1850346, 2572182, 2684694, 2743949, 2781753, 2855187, 2891212, 2898329, 2912710, 3470408, 3483668, 3503206, 3965047, 4116735, 4418019, 4611035, 4677484, 4920018, 4921033, 4921295, 4921528)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-09'],[]
36166,"(451115, 798986, 850682, 966373, 1012430, 1043473, 1049745, 1064970, 1144665, 1283411, 1429626, 1440180, 2216430, 2850536, 2898329, 3065130, 3137201, 3274711, 3533966, 3962646, 3968004, 3968172, 3972517, 4176655, 4267958, 4677484, 4696164, 4805204, 4954817)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0)",['2022-11-13'],[]
36166,"(714999, 833181, 894020, 933857, 1062307, 1067751, 1116712, 1131592, 1165052, 1299040, 1616525, 1711278, 1919800, 2716693, 2888725, 2898329, 3078202, 3796895, 4677484, 5059796, 5116109, 5143586, 5655191, 5665513, 5693667, 5944929, 6068563, 6145596, 6165042)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",['2023-03-24'],[]
36166,"(604972, 757314, 790877, 920730, 1022846, 1120575, 1131315, 1334232, 1356559, 1671904, 1832080, 1920545, 1922310, 2054822, 2864077, 3122363, 4136175, 4318978, 4766909, 5392196, 5643418, 6032672, 6198011, 6597587, 6812427, 6924954, 7182537, 7404166, 7823956)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2024-02-25'],[]
69140,"(2818139, 2818535, 2818974, 2819388, 2820029, 2833053, 2833105, 2841508, 3012170, 3111250, 3714179, 3790539, 4033466, 4095115, 4459350, 4629008, 4630655, 4671510, 4711913, 4869635, 4876372, 4914729, 4916211, 4919996, 4920103, 4920762, 4921539, 4922355, 4922478)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-09'],[]
69140,"(693098, 2817314, 2817337, 2818974, 2820996, 2833105, 3012170, 3517735, 3667130, 3827675, 3932358, 4481752, 4545857, 4608836, 4622304, 4891818, 5177405, 5355173, 5371277, 5372552, 5372557, 5373624, 5373924, 5374072, 5374431, 5374951, 5375116, 5375126, 5375777)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-01-04'],[]
91470,"(1116025, 1207251, 1360590, 1747686, 1887374, 2139610, 2661327, 2747296, 3009501, 3206453, 3456107, 3536834, 3774701, 3816957, 3932912, 4071542, 4075601, 4081761, 4213184, 4274215, 4329671, 4350687, 4433821, 4506484, 4506485, 4871207, 4883664, 4919120, 4919410)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-09'],[]
91470,"(1118055, 1207146, 1360590, 1426150, 1525493, 2423075, 2747296, 2869883, 3190996, 3203237, 3233546, 3269313, 3269944, 3780150, 3783868, 3801231, 3816957, 3937776, 4226606, 4280261, 4312568, 4320462, 4329671, 4356169, 4791105, 4998643, 5146265, 5156943, 5157956)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-12-06'],[]
107704,"(1351688, 1433966, 1512943, 1602763, 2585703, 3085039, 3174410, 3458979, 3512804, 3534608, 3542550, 3585036, 3694331, 3783082, 3797487, 3866517, 3932669, 3934521, 4039354, 4102909, 4104841, 4171271, 4521171, 4559784, 4629904, 4678842, 4702010, 4856286, 4896543)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-09'],[]
114389,"(752966, 1057033, 1202975, 1232965, 1330280, 1362150, 1394626, 1489417, 1602645, 1789284, 2155092, 2223476, 2331065, 2456519, 3069695, 3221347, 4076141, 4267791, 4273015, 4351930, 4608635, 4609829, 4612231, 4654446, 4679655, 4874651, 4877191, 4891831, 4919216)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-09'],[]
114392,"(1144707, 1733690, 1817163, 2216424, 2471224, 2616877, 2646586, 3270846, 3271905, 3280499, 3308505, 3443237, 3609383, 3641505, 3646216, 3702872, 3826111, 4107913, 4117427, 4215564, 4217943, 4271286, 4271287, 4282742, 4611421, 4854885, 4858679, 4900181, 4920266)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-09'],[]
52735,"(776703, 899030, 948494, 999508, 999906, 1015891, 1091338, 1140514, 1446798, 1541140, 2381901, 2390740, 2404909, 2486993, 2872126, 3149086, 3245994, 3436569, 3482635, 3511450, 3648182, 3751685, 3761583, 3815755, 4272201, 4495142, 4639087, 4834244, 4865501)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",['2022-11-10'],[]
69568,"(236908, 3055927, 3536978, 3633231, 3687217, 3800804, 3884686, 3962646, 3977517, 3977519, 3977525, 3977668, 4302020, 4302509, 4302894, 4461126, 4577923, 4668456, 4737323, 4737558, 4737561, 4756018, 4836403, 4837392, 4837971, 4855168, 4863959, 4871723, 4924086)","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-10'],[]
69568,"(1071502, 1225832, 1668839, 2928738, 3055927, 3742404, 3955749, 3977509, 3977514, 4542318, 4642202, 4668503, 4829145, 4836403, 4837732, 4837971, 4855168, 4870529, 4870533, 4870575, 5000320, 5120990, 5121754, 5123921, 5126060, 5129540, 5198772, 5202623, 5204010)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-12-12'],[]
69568,"(1249006, 1774867, 2928669, 3539481, 4068481, 4370374, 4381308, 4641487, 4642202, 4666846, 4679666, 4690272, 4736127, 4836403, 4837392, 4837732, 4837971, 5120990, 5126060, 5190429, 5245264, 5334206, 5357691, 5370623, 5386906, 5404224, 5404273, 5405241, 5405419)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-01-08'],[]
69568,"(1308354, 2505288, 3823785, 3947738, 3947789, 3947802, 3962721, 4107265, 4195076, 4195292, 4322131, 4532207, 4546306, 4641487, 4670690, 4678751, 4678806, 4772900, 4935892, 5120990, 5664683, 5703535, 5704032, 5704332, 5704462, 5704582, 5704757, 5704878, 5705717)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-02-23'],[]
101845,"(964882, 2533201, 2720019, 3242520, 3445797, 3448882, 3451201, 3463163, 3523212, 3770515, 4168495, 4221858, 4517057, 4543501, 4586357, 4586365, 4589532, 4660395, 4682306, 4714852, 4823003, 4827035, 4880078, 4900176, 4912607, 4915428, 4924419, 4926515, 4927025)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-10'],[]
102496,"(739949, 761314, 1323054, 1430594, 1600951, 1608198, 1750497, 2177226, 2343425, 2562480, 2912675, 2987004, 3149954, 3229901, 3567801, 3620992, 3644594, 3646371, 3673334, 3738042, 3818669, 3873467, 3940642, 3965371, 4131974, 4266510, 4877322, 4888394, 4927166)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",['2022-11-10'],[]
103780,"(15670, 598039, 675158, 713228, 793732, 1830438, 1882581, 1923266, 2895491, 2924203, 2929690, 2946035, 3186808, 3434165, 3464757, 3599216, 3600448, 3706016, 4569335, 4621108, 4709030, 4712484, 4816848, 4912750, 4925094, 4925288, 4925504, 4925629, 4925630)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-10'],[]
103965,"(738714, 821056, 876564, 902160, 1055508, 1246321, 1311858, 1575840, 1742334, 1941636, 2096812, 2247833, 2583269, 2820070, 2831751, 2963676, 3466640, 3531481, 3804901, 3819877, 4496738, 4555896, 4614628, 4624031, 4659367, 4660458, 4869253, 4924185, 4924791)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",['2022-11-10'],[]
103965,"(1230299, 1589665, 1640663, 1649144, 1742334, 2131497, 2245580, 2245887, 2302077, 2653458, 2824529, 2950077, 3206994, 3654652, 3751679, 3891397, 3945861, 3962646, 4053554, 4285576, 4361211, 4440610, 4513895, 4613228, 4616730, 4730251, 4961491, 5337966, 5429795)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-01-11'],[]
103965,"(189022, 738714, 768701, 992850, 1119615, 1229840, 1320460, 1451605, 1463961, 1523659, 1742334, 1910423, 1929227, 2053581, 3188573, 3742629, 3809170, 4235044, 4265198, 4285576, 4616730, 4636904, 4675086, 4966295, 5070206, 5316862, 5429795, 5440695, 5503733)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-01-19'],[]
109063,"(38612, 975226, 1085680, 1102266, 1188237, 1318968, 1438089, 1662067, 1824651, 1835923, 1967622, 2048140, 2050454, 2081825, 2195693, 2212051, 2368910, 2527476, 2619046, 2640765, 3172758, 3338725, 3434903, 3455780, 3642326, 3936089, 3960074, 4912054, 4923029)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-10'],[]
109063,"(54690, 369853, 482374, 837236, 935128, 962796, 1034608, 1062140, 1125541, 1451033, 2006732, 2762348, 2897409, 3041916, 3414140, 3518319, 3599754, 3767070, 3936531, 4478821, 4603841, 5020487, 5341697, 5409376, 5692846, 6076786, 6413301, 6578846, 6595909)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",['2023-05-28'],[]
109063,"(102783, 182019, 236781, 803321, 892018, 922088, 982917, 994427, 1007084, 1170934, 1186690, 1322273, 1349113, 1430488, 1438089, 1451033, 1586445, 1869051, 3085912, 3090882, 3415703, 3829804, 4660337, 4899997, 5595651, 5723574, 6061326, 6573769, 6682716)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",['2023-06-17'],[]
109063,"(575026, 895536, 926828, 944250, 996014, 1055288, 1071086, 1161963, 1205271, 1438089, 2223476, 2292553, 2395204, 2876484, 2981271, 3004286, 3117244, 3248581, 4660337, 5140654, 5341697, 5499516, 5666466, 6335142, 6578394, 6608306, 6792935, 6870939, 6878149)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",['2023-07-22'],[]
109063,"(98494, 604214, 725888, 1069224, 1165901, 1249311, 1358069, 1985783, 2425323, 2781226, 3148180, 3165392, 3358735, 3718192, 3737969, 5020070, 5080870, 5289151, 6496793, 6836866, 7267989, 7330833, 7494632, 7539804, 7626054, 7643542, 7655671, 7703038, 7737284)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0)",['2024-02-07'],[]
109063,"(473751, 743931, 793249, 1062087, 1091428, 1115875, 1149911, 1288294, 1430488, 1595492, 1910628, 2954306, 3238228, 3518747, 4050559, 4568238, 4695992, 4954666, 5289151, 6058035, 6463323, 6819409, 7121701, 7210438, 7421114, 7494632, 7504638, 7849261, 7874909)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2024-03-12'],[]
67333,"(741100, 741813, 772081, 773902, 873963, 938386, 1089968, 1105698, 1126543, 1135044, 1148710, 1151948, 1245570, 1313058, 1444306, 1591639, 1595881, 1610790, 1938167, 2464868, 2595930, 2849908, 2997665, 3451539, 3454576, 3651220, 4117801, 4201594, 4932253)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-11'],[]
103618,"(1066493, 1086298, 1121858, 1198431, 1619853, 1637110, 1871590, 2081825, 2163054, 2215461, 2334640, 2465435, 2978875, 3062468, 3290970, 3558636, 3674064, 3711079, 3724815, 3873649, 3941927, 3962489, 3962646, 4133851, 4608193, 4625550, 4636534, 4850639, 4930356)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",['2022-11-11'],[]
103618,"(898058, 1245698, 1425751, 1494495, 1742459, 2265434, 2265450, 2445526, 2727702, 2832724, 2905233, 2982701, 3483445, 3500250, 3551895, 3561502, 3612882, 3948241, 3954598, 4042423, 4071497, 4219759, 4402059, 4612859, 4645074, 4646624, 4750516, 4750527, 5493920)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-02-03'],[]
107210,"(460352, 1040918, 1059347, 1074623, 1108522, 1137169, 1158637, 1255691, 1371617, 1493025, 2040625, 2092978, 2170230, 2354393, 2911649, 3016456, 3140018, 3145450, 3263239, 3354368, 3408976, 3527692, 4279402, 4653248, 4675840, 4684417, 4700445, 4706625, 4921541)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-11-11'],[]
107210,"(1058648, 1139218, 1453145, 1510947, 1605099, 1669358, 1898833, 1961376, 2053331, 2090900, 2181892, 2400492, 2657224, 2661901, 2793136, 2832487, 2952838, 3046254, 3250734, 3475119, 3819290, 3821048, 4214841, 4285818, 4675840, 4685448, 4984994, 5092254, 5307973)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-12-30'],[]
107210,"(41526, 460352, 914557, 1085076, 1166491, 1350833, 1350876, 1594205, 1611829, 1754640, 1828886, 1928478, 2048388, 2226812, 2581484, 2873862, 3052455, 3082663, 3346083, 3456194, 3685253, 3796668, 3927848, 4101058, 4157877, 4562242, 4627497, 4675840, 5471560)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-01-20'],[]
107210,"(41526, 432627, 460352, 1179692, 1240680, 1255691, 1268521, 1319960, 1462502, 1966575, 1997473, 2119329, 2351251, 2473689, 3104663, 3196330, 3224055, 3387184, 3847579, 4028511, 4608215, 4671759, 4694375, 4788796, 5026357, 5380059, 5574445, 6097407, 6829979)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",['2023-07-17'],[]
107210,"(460352, 1017649, 1058648, 1123928, 1276240, 1585015, 1587434, 1619907, 1998280, 2181892, 2204825, 2253430, 2265850, 2657224, 2840809, 2885354, 3102429, 3711271, 3940380, 4277206, 4285818, 4581438, 4675840, 4980706, 5002183, 5471560, 6097407, 6198824, 7057422)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",['2023-10-09'],[]
