Token,Nodes,Smart_Contract_Flags,Dates
12374,"(59719, 72911, 73006, 163233, 183771, 230430, 405296, 406234, 450890, 504752, 589781, 593951, 606377, 612870, 616695, 725365, 731575, 733277, 733394, 746379, 771183, 787003, 793249, 804249, 850220, 855548, 856129, 872010, 876029, 879382, 893143, 904880, 924933, 935128, 938259, 943626, 961401, 987976, 1003263, 1014781, 1022022, 1031878, 1033457, 1035930, 1037192, 1046448, 1047931, 1047934, 1048806, 1048980, 1064087, 1064124, 1069235, 1079362, 1090521, 1092143, 1105531, 1116845, 1119228, 1123170, 1126023, 1132319, 1135826, 1139268, 1141717, 1162940, 1172436, 1176749, 1195421, 1204039, 1216848, 1223221, 1254614, 1257348, 1258987, 1259454, 1265791, 1271926, 1295254, 1298501, 1308866, 1315928, 1342441, 1368366, 1379682, 1410383, 1414891, 1425039, 1464132, 1467677, 1471173, 1498836, 1509529, 1522765, 1544200, 1550069, 1550142, 1623675, 1633455, 1686363)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-14
12563,"(210385, 458360, 468716, 670903, 675604, 715641, 729542, 731575, 741599, 742258, 768597, 776943, 778195, 780432, 792726, 794296, 808013, 816285, 878956, 899056, 900262, 959244, 971462, 975361, 997860, 1006995, 1009777, 1035916, 1038326, 1051293, 1067291, 1079547, 1082014, 1082859, 1090320, 1098146, 1106457, 1114969, 1115850, 1141657, 1176682, 1188424, 1189286, 1191567, 1194966, 1195164, 1197330, 1199991, 1210700, 1224571, 1227815, 1237646, 1237889, 1246341, 1252162, 1254709, 1255373, 1310486, 1334839, 1367327, 1373776, 1391250, 1400435, 1408496, 1408705, 1411811, 1413406, 1417734, 1433922, 1436370, 1439039, 1443957, 1445826, 1450694, 1460947, 1470890, 1471485, 1492456, 1493305, 1493869, 1511775, 1515235, 1522065, 1538725, 1623362, 1640855, 1672854, 1676028, 1691936, 1721382, 1738795, 1745843, 1809017, 1809164, 1809177, 1810407, 1810742, 1810753, 1813862, 1814105)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-15
12563,"(8321, 190818, 461572, 596181, 643367, 678536, 702917, 705209, 718956, 728062, 731384, 737222, 781715, 790218, 810920, 812524, 815610, 837713, 914108, 918335, 942755, 953343, 956593, 993885, 994497, 1033806, 1036383, 1043071, 1057366, 1072843, 1090157, 1097693, 1101432, 1104662, 1131917, 1136696, 1146350, 1149990, 1152443, 1166988, 1169628, 1182655, 1203002, 1245004, 1251771, 1252162, 1260573, 1272718, 1295537, 1298709, 1322409, 1330531, 1351190, 1353991, 1359479, 1364509, 1390761, 1438162, 1473893, 1486107, 1516609, 1525673, 1528491, 1537191, 1659303, 1662549, 1668898, 1692080, 1740648, 1801415, 1822428, 1826682, 1855139, 1868207, 1886199, 1899370, 1907218, 1912008, 1939128, 1945116, 1968366, 1990616, 1993874, 2012413, 2032953, 2043408, 2060494, 2062760, 2118090, 2142233, 2163895, 2167279, 2167667, 2193545, 2194302, 2213641, 2214233, 2217408, 2218690, 2219255)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-12-27
12563,"(9908, 107574, 214477, 437586, 461572, 468716, 649745, 749803, 760135, 765019, 776943, 801779, 814985, 830349, 911505, 921706, 939258, 962263, 985005, 992746, 1008140, 1021103, 1023190, 1037911, 1045584, 1049112, 1054871, 1057142, 1075267, 1078144, 1080098, 1087634, 1091064, 1091361, 1100886, 1116038, 1125963, 1139133, 1140513, 1141764, 1143299, 1146350, 1152773, 1169628, 1177650, 1183563, 1203745, 1215676, 1229403, 1243394, 1251771, 1257221, 1273163, 1295537, 1298883, 1321764, 1323581, 1330531, 1333512, 1395652, 1421975, 1423947, 1439155, 1442705, 1444881, 1485649, 1503600, 1511495, 1558557, 1590721, 1604821, 1608938, 1622806, 1628332, 1702426, 1751456, 1757762, 1782639, 1872161, 1886199, 1919341, 1928404, 1930235, 1940259, 1944176, 1945519, 1966780, 2054398, 2160343, 2175250, 2194302, 2194635, 2223226, 2314329, 2317767, 2318266, 2321528, 2323772, 2326230, 2327215)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-01-05
12563,"(468716, 540856, 589781, 728983, 744350, 744440, 745101, 792727, 801779, 812633, 823789, 894315, 924919, 938652, 942755, 943684, 963768, 993186, 1008339, 1023190, 1029005, 1032707, 1048186, 1075239, 1078656, 1082209, 1090916, 1091129, 1091766, 1104761, 1128581, 1130406, 1141630, 1141697, 1144295, 1146350, 1154069, 1158874, 1159546, 1169491, 1169628, 1185800, 1194966, 1225062, 1239998, 1262831, 1279448, 1351190, 1360800, 1379184, 1381462, 1405031, 1427147, 1444312, 1451143, 1483224, 1483324, 1484676, 1495769, 1504622, 1511495, 1524731, 1533217, 1540573, 1547751, 1574952, 1641035, 1657831, 1682650, 1685533, 1691936, 1758682, 1782639, 1839374, 1841481, 1843883, 1852260, 1899370, 1929302, 1943210, 1977831, 2032997, 2054398, 2069705, 2080336, 2099884, 2163895, 2196826, 2223226, 2240766, 2248388, 2258240, 2277872, 2290270, 2316659, 2328238, 2329985, 2335906, 2336681, 2337102)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-01-06
12563,"(649508, 722222, 729542, 735391, 753833, 756839, 759082, 766757, 769090, 804682, 829230, 850594, 914816, 939633, 943538, 977996, 980888, 1001255, 1012404, 1017490, 1018026, 1027202, 1031971, 1032672, 1039373, 1041679, 1041998, 1048186, 1049769, 1063839, 1065447, 1080174, 1107664, 1111358, 1114158, 1121239, 1139060, 1141769, 1145234, 1146350, 1159013, 1161121, 1166986, 1190807, 1197302, 1202539, 1204470, 1229855, 1271243, 1311120, 1347887, 1363884, 1419646, 1423637, 1441971, 1447317, 1455523, 1472884, 1515323, 1539844, 1580995, 1640278, 1662967, 1664334, 1675746, 1736996, 1778656, 1903935, 1912396, 1975540, 1981960, 2004431, 2017713, 2020370, 2070522, 2139222, 2144600, 2193136, 2321290, 2345103, 2460845, 2463649, 2471616, 2666426, 2860695, 2862330, 2875270, 2904737, 2909262, 2929039, 2964702, 2967384, 2968076, 2969488, 2972120, 2973925, 2974516, 2975001, 2976130, 2978453)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-03-02
1729,"(163063, 440843, 445574, 449690, 465621, 744372, 753791, 755366, 773065, 779010, 791262, 809721, 822723, 846412, 875404, 906043, 911218, 917519, 930148, 953332, 954030, 981254, 998625, 1056674, 1088527, 1094798, 1102411, 1107529, 1119544, 1128745, 1148338, 1149176, 1156078, 1158820, 1181224, 1182125, 1225028, 1232600, 1269496, 1281940, 1286919, 1311151, 1330698, 1338613, 1356213, 1358945, 1391767, 1392513, 1395633, 1430827, 1446957, 1447028, 1467826, 1468404, 1473784, 1483151, 1492139, 1504260, 1506885, 1521186, 1527572, 1538908, 1539075, 1540714, 1546199, 1546466, 1558471, 1561141, 1566779, 1583349, 1598213, 1612092, 1624808, 1650783, 1679419, 1679460, 1679475, 1722309, 1758206, 1762603, 1779797, 1810019, 1830514, 1830792, 1831045, 1831113, 1831180, 1831182, 1831340, 1831439, 1831730, 1832339, 1832968, 1832974, 1833946, 1834230, 1835718, 1836339, 1836937, 1837357)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-18
13213,"(458320, 557332, 606904, 679819, 744241, 752096, 759865, 786090, 790045, 836548, 852045, 861658, 882405, 883896, 896510, 901845, 917107, 917519, 948399, 951667, 963406, 965362, 971655, 974789, 988767, 993071, 1000219, 1000377, 1010707, 1026439, 1038758, 1044339, 1048696, 1068403, 1078033, 1087968, 1090046, 1095414, 1097162, 1105935, 1106732, 1112472, 1115886, 1116534, 1121290, 1130408, 1136095, 1136700, 1139094, 1162602, 1170945, 1178305, 1178325, 1182333, 1182991, 1183996, 1188952, 1192825, 1195857, 1206660, 1213573, 1223599, 1225452, 1232516, 1238744, 1247282, 1250292, 1261389, 1263959, 1270328, 1271313, 1282188, 1293541, 1340456, 1410395, 1417407, 1451119, 1485601, 1497170, 1538249, 1560454, 1563753, 1600651, 1618989, 1635923, 1639132, 1645465, 1667919, 1676264, 1780979, 1802375, 1820075, 1837822, 1840313, 1841128, 1841551, 1843275, 1843695, 1843913, 1845479)","(0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",2021-11-19
13213,"(28005, 157698, 595959, 688763, 702287, 724339, 732889, 735823, 736700, 791497, 851623, 854594, 894133, 916816, 919125, 919215, 929814, 956593, 964203, 985790, 996837, 999656, 1012799, 1033741, 1035465, 1041011, 1047097, 1056707, 1082105, 1106130, 1111548, 1115106, 1117792, 1127181, 1132306, 1144187, 1157622, 1161293, 1169165, 1178269, 1180539, 1199685, 1199696, 1206250, 1206851, 1207080, 1215531, 1232732, 1232975, 1239137, 1239748, 1240490, 1246701, 1261016, 1287055, 1293541, 1295995, 1327215, 1393985, 1405935, 1406595, 1416026, 1416681, 1491096, 1514864, 1522701, 1535343, 1542035, 1547533, 1551122, 1555833, 1586680, 1591197, 1617653, 1682533, 1732250, 1802440, 1833400, 1835863, 1889671, 1898084, 1905244, 1907472, 1951090, 1953707, 1987000, 1988122, 2080119, 2101158, 2203167, 2204302, 2256153, 2265290, 2275910, 2320793, 2336788, 2339873, 2344965, 2345226, 2346088)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-01-07
13405,"(574283, 744108, 785062, 786013, 794236, 796997, 851570, 884228, 897726, 907494, 925816, 927649, 954716, 971486, 991154, 997846, 1000107, 1008045, 1009669, 1035355, 1051443, 1051873, 1053763, 1061709, 1115077, 1129780, 1132893, 1135416, 1137977, 1142850, 1148297, 1153034, 1153888, 1156911, 1161490, 1182123, 1190075, 1194914, 1195394, 1198229, 1199441, 1202348, 1210248, 1216127, 1218435, 1219628, 1233569, 1234720, 1253478, 1253535, 1256259, 1257861, 1264496, 1265159, 1283098, 1285925, 1296776, 1298190, 1312771, 1315967, 1320001, 1340391, 1355426, 1358369, 1362773, 1364718, 1387020, 1392501, 1416259, 1427665, 1433846, 1438507, 1443167, 1469252, 1471555, 1489085, 1489721, 1497849, 1503887, 1511846, 1517558, 1522186, 1541790, 1557659, 1568292, 1577002, 1577739, 1592969, 1632187, 1634066, 1715388, 1753881, 1767349, 1780023, 1781457, 1801703, 1824706, 1831709, 1842639, 1844462)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-19
13405,"(542974, 606553, 703652, 734880, 735834, 745895, 747493, 834105, 867522, 872810, 897584, 897726, 919281, 940100, 992661, 996243, 1001537, 1015068, 1033179, 1034634, 1036594, 1038250, 1046704, 1049998, 1064375, 1066529, 1074565, 1084217, 1085807, 1095385, 1103867, 1111420, 1121999, 1130038, 1131707, 1135138, 1179014, 1205353, 1213027, 1217034, 1223001, 1224414, 1247055, 1253014, 1253669, 1260303, 1265147, 1268466, 1329487, 1365272, 1372906, 1379474, 1389930, 1412719, 1416440, 1424017, 1445607, 1456341, 1463552, 1509879, 1514345, 1544555, 1553342, 1562817, 1592952, 1632460, 1633784, 1642788, 1681897, 1727863, 1751674, 1753881, 1803637, 1819673, 1900489, 1944229, 2001684, 2097608, 2137123, 2172984, 2257453, 2395963, 2500273, 2525335, 2720928, 2831402, 2894687, 2975349, 3030350, 3106960, 3146456, 3151016, 3154282, 3167846, 3416928, 3467872, 3476916, 3509472, 3681284, 3741310)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",2022-06-27
13405,"(555698, 757830, 890356, 934308, 939801, 982964, 995767, 1000107, 1027485, 1030649, 1055009, 1073515, 1102072, 1144666, 1163651, 1192443, 1193755, 1199677, 1283507, 1352406, 1382892, 1472399, 1501358, 1585015, 1671904, 1717109, 1753161, 1753881, 1807304, 1812064, 1976969, 2033255, 2083389, 2130747, 2188981, 2231809, 2390294, 2443708, 2522836, 2646035, 2720928, 2743192, 2748855, 2829220, 2954306, 3006026, 3159908, 3329337, 3481954, 3499804, 3579000, 3643573, 3693018, 3776442, 3855391, 3934131, 3962646, 4248773, 4267238, 4318889, 4375770, 4428295, 4659064, 4666477, 4679961, 4740559, 4790304, 4824086, 4867031, 4869413, 4985347, 5059796, 5269976, 5333667, 5374662, 5377421, 5460019, 5527157, 5633187, 5650953, 5653258, 5702269, 5898657, 5930653, 5973872, 5995134, 5996166, 6113237, 6135132, 6147579, 6151606, 6160181, 6174116, 6182213, 6198011, 6198012, 6250598, 6254277, 6265816, 6268008)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",2023-04-04
16396,"(48167, 158686, 478154, 726806, 734588, 736789, 740505, 741678, 743454, 746631, 809883, 812594, 815112, 844564, 851889, 852225, 865751, 892912, 946392, 987195, 1055081, 1057899, 1062191, 1066309, 1071223, 1093347, 1127867, 1132279, 1133513, 1136095, 1141381, 1151755, 1162350, 1167924, 1180528, 1180726, 1182643, 1190386, 1197015, 1200099, 1210245, 1214578, 1216285, 1217211, 1238028, 1242031, 1256263, 1257024, 1319545, 1321560, 1349106, 1351575, 1356159, 1359205, 1369762, 1373095, 1402206, 1418283, 1424079, 1455300, 1457135, 1458818, 1512254, 1514240, 1521236, 1531868, 1533808, 1538296, 1541877, 1547216, 1550092, 1560144, 1562017, 1566609, 1566693, 1568867, 1572217, 1574219, 1577022, 1579158, 1586967, 1593077, 1612460, 1614664, 1616204, 1620162, 1680422, 1697687, 1719693, 1786886, 1810407, 1824197, 1829890, 1831978, 1835428, 1839360, 1840963, 1841107, 1841406, 1841554)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-19
18918,"(58980, 603107, 735621, 755920, 757133, 767471, 814327, 828484, 846779, 848373, 927169, 955194, 1005145, 1008753, 1023067, 1043766, 1048428, 1049051, 1061482, 1072514, 1074853, 1074865, 1081471, 1084861, 1088092, 1101488, 1108459, 1115467, 1128955, 1130203, 1145092, 1181698, 1183368, 1185276, 1191623, 1191948, 1198117, 1230128, 1237877, 1242509, 1247860, 1252644, 1322899, 1323384, 1329472, 1331188, 1340902, 1343439, 1353901, 1355475, 1368840, 1387934, 1411479, 1414652, 1427666, 1453883, 1460785, 1466167, 1473293, 1473381, 1504568, 1516647, 1541877, 1546127, 1550021, 1561856, 1575957, 1593334, 1616281, 1653360, 1656235, 1663876, 1670157, 1670181, 1671256, 1674908, 1674910, 1680007, 1682852, 1721965, 1747668, 1747792, 1747818, 1759505, 1767083, 1815309, 1837208, 1837408, 1837758, 1838056, 1839006, 1839373, 1839464, 1840697, 1841463, 1841597, 1842773, 1843029, 1843390, 1844945)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-19
19777,"(109018, 201319, 477182, 497744, 509292, 605039, 692976, 711871, 717242, 722491, 722540, 730304, 732046, 734559, 774788, 775547, 784182, 787922, 793576, 804271, 812904, 833210, 854094, 855514, 864017, 875573, 894369, 900029, 903993, 904530, 912387, 914341, 914375, 922613, 923178, 935374, 935475, 954220, 964941, 967723, 969681, 976531, 979358, 987703, 993057, 1012786, 1017855, 1041276, 1041847, 1045772, 1047781, 1058561, 1071429, 1071534, 1081786, 1085214, 1108274, 1116004, 1118528, 1131813, 1141674, 1141824, 1147489, 1153707, 1153840, 1160564, 1166514, 1182186, 1190262, 1208240, 1227472, 1232710, 1288388, 1313603, 1343689, 1350980, 1371998, 1389185, 1395044, 1408013, 1415296, 1417099, 1430299, 1433910, 1439654, 1443459, 1445340, 1476432, 1485382, 1504360, 1597372, 1612018, 1634945, 1722049, 1812831, 1832991, 1833438, 1835455, 1837466, 1841630)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-19
15158,"(2784, 33413, 84287, 103193, 510873, 525001, 543651, 724398, 764903, 771957, 775359, 779559, 784996, 787922, 808026, 812542, 812594, 838968, 852160, 859670, 865200, 869186, 877848, 888445, 895961, 898058, 917152, 925091, 943994, 944370, 950370, 957896, 958709, 967849, 978622, 978694, 992867, 1009892, 1026792, 1031537, 1050011, 1052690, 1056727, 1077375, 1101561, 1103687, 1109655, 1113883, 1120059, 1121180, 1124717, 1128186, 1131548, 1131858, 1143943, 1147008, 1164728, 1169939, 1173834, 1175522, 1177050, 1179692, 1189967, 1196079, 1196415, 1197425, 1200794, 1207056, 1209472, 1219181, 1223699, 1225409, 1245554, 1256305, 1256963, 1268637, 1282849, 1295301, 1307767, 1333760, 1340409, 1342318, 1352463, 1375410, 1377580, 1384295, 1398184, 1398204, 1400834, 1404482, 1458474, 1468638, 1469821, 1509768, 1575043, 1679718, 1741736, 1742090, 1780215, 1849502)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-20
16813,"(6026, 107243, 591554, 653614, 659854, 731670, 740711, 754230, 797437, 816285, 861128, 892570, 899344, 901906, 942296, 946212, 948484, 950596, 952144, 958209, 969784, 974605, 983071, 988878, 1008142, 1023340, 1027202, 1036418, 1043473, 1058570, 1067193, 1087476, 1088417, 1090043, 1104383, 1112021, 1122660, 1151585, 1165278, 1167511, 1198201, 1205495, 1209535, 1211181, 1214454, 1218319, 1222396, 1222532, 1225105, 1230457, 1250244, 1253566, 1260479, 1270867, 1303505, 1308704, 1312010, 1312840, 1313338, 1324876, 1333218, 1336203, 1336493, 1341139, 1354391, 1365232, 1371314, 1379511, 1387395, 1394058, 1417753, 1421529, 1433653, 1443218, 1450192, 1459078, 1471917, 1490425, 1493550, 1498160, 1515505, 1562927, 1572882, 1572897, 1591078, 1597711, 1598377, 1610330, 1613778, 1631871, 1639193, 1649742, 1652659, 1655686, 1686647, 1766231, 1847081, 1851709, 1852930, 1852971)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-20
